Year,Month,YearMonth,Prison,type,Incidents
2007,April,01/04/2007,Altcourse,assault,30
2007,April,01/04/2007,Altcourse,selfharm,18
2007,April,01/04/2007,Ashfield,assault,78
2007,April,01/04/2007,Ashfield,selfharm,10
2007,April,01/04/2007,Ashwell,assault,1
2007,April,01/04/2007,Ashwell,selfharm,1
2007,April,01/04/2007,Aylesbury,assault,6
2007,April,01/04/2007,Aylesbury,selfharm,20
2007,April,01/04/2007,Bedford,assault,6
2007,April,01/04/2007,Bedford,selfharm,13
2007,April,01/04/2007,Belmarsh,assault,4
2007,April,01/04/2007,Belmarsh,selfharm,3
2007,April,01/04/2007,Birmingham,assault,15
2007,April,01/04/2007,Birmingham,selfharm,55
2007,April,01/04/2007,Brinsford,assault,17
2007,April,01/04/2007,Brinsford,selfharm,7
2007,April,01/04/2007,Bristol,assault,5
2007,April,01/04/2007,Bristol,selfharm,9
2007,April,01/04/2007,Brixton,assault,17
2007,April,01/04/2007,Brixton,selfharm,5
2007,April,01/04/2007,Bronzefield,assault,8
2007,April,01/04/2007,Bronzefield,selfharm,142
2007,April,01/04/2007,Buckley Hall,assault,1
2007,April,01/04/2007,Buckley Hall,selfharm,1
2007,April,01/04/2007,Bullingdon,assault,7
2007,April,01/04/2007,Bullingdon,selfharm,8
2007,April,01/04/2007,Bullwood Hall,assault,1
2007,April,01/04/2007,Canterbury,assault,3
2007,April,01/04/2007,Canterbury,selfharm,1
2007,April,01/04/2007,Cardiff,assault,3
2007,April,01/04/2007,Channings Wood,assault,7
2007,April,01/04/2007,Channings Wood,selfharm,2
2007,April,01/04/2007,Chelmsford,assault,3
2007,April,01/04/2007,Chelmsford,selfharm,10
2007,April,01/04/2007,Coldingley,assault,2
2007,April,01/04/2007,Coldingley,selfharm,1
2007,April,01/04/2007,Cookham Wood,assault,3
2007,April,01/04/2007,Cookham Wood,selfharm,32
2007,April,01/04/2007,Dartmoor,assault,3
2007,April,01/04/2007,Dartmoor,selfharm,1
2007,April,01/04/2007,Deerbolt,assault,19
2007,April,01/04/2007,Deerbolt,selfharm,9
2007,April,01/04/2007,Doncaster,assault,15
2007,April,01/04/2007,Doncaster,selfharm,21
2007,April,01/04/2007,Dorchester,assault,1
2007,April,01/04/2007,Dorchester,selfharm,2
2007,April,01/04/2007,Dovegate,assault,4
2007,April,01/04/2007,Dovegate,selfharm,11
2007,April,01/04/2007,Dover,assault,10
2007,April,01/04/2007,Dover,selfharm,5
2007,April,01/04/2007,Downview,assault,2
2007,April,01/04/2007,Downview,selfharm,22
2007,April,01/04/2007,Drake Hall,selfharm,3
2007,April,01/04/2007,Durham,assault,17
2007,April,01/04/2007,Durham,selfharm,15
2007,April,01/04/2007,Eastwood Park,assault,1
2007,April,01/04/2007,Eastwood Park,selfharm,157
2007,April,01/04/2007,Edmunds Hill,assault,1
2007,April,01/04/2007,Edmunds Hill,selfharm,3
2007,April,01/04/2007,Erlestoke,assault,1
2007,April,01/04/2007,Erlestoke,selfharm,5
2007,April,01/04/2007,Escort Areas,assault,12
2007,April,01/04/2007,Escort Areas,selfharm,38
2007,April,01/04/2007,Everthorpe,assault,8
2007,April,01/04/2007,Everthorpe,selfharm,4
2007,April,01/04/2007,Exeter,assault,2
2007,April,01/04/2007,Exeter,selfharm,5
2007,April,01/04/2007,Featherstone,assault,5
2007,April,01/04/2007,Featherstone,selfharm,6
2007,April,01/04/2007,Feltham,assault,50
2007,April,01/04/2007,Feltham,selfharm,18
2007,April,01/04/2007,Ford,assault,4
2007,April,01/04/2007,Forest Bank,assault,22
2007,April,01/04/2007,Forest Bank,selfharm,30
2007,April,01/04/2007,Foston Hall,assault,2
2007,April,01/04/2007,Foston Hall,selfharm,105
2007,April,01/04/2007,Frankland,assault,6
2007,April,01/04/2007,Frankland,selfharm,16
2007,April,01/04/2007,Full Sutton,assault,7
2007,April,01/04/2007,Full Sutton,selfharm,10
2007,April,01/04/2007,Garth,assault,4
2007,April,01/04/2007,Garth,selfharm,2
2007,April,01/04/2007,Gartree,selfharm,7
2007,April,01/04/2007,Glen Parva,assault,37
2007,April,01/04/2007,Glen Parva,selfharm,31
2007,April,01/04/2007,Gloucester,assault,2
2007,April,01/04/2007,Gloucester,selfharm,6
2007,April,01/04/2007,Grendon/Spring Hill,selfharm,1
2007,April,01/04/2007,Guys Marsh,assault,8
2007,April,01/04/2007,Guys Marsh,selfharm,8
2007,April,01/04/2007,Haslar,assault,1
2007,April,01/04/2007,Haverigg,assault,8
2007,April,01/04/2007,Haverigg,selfharm,1
2007,April,01/04/2007,Hewell,assault,26
2007,April,01/04/2007,Hewell,selfharm,16
2007,April,01/04/2007,High Down,assault,21
2007,April,01/04/2007,High Down,selfharm,11
2007,April,01/04/2007,Highpoint,assault,8
2007,April,01/04/2007,Highpoint,selfharm,3
2007,April,01/04/2007,Hindley,assault,46
2007,April,01/04/2007,Hindley,selfharm,2
2007,April,01/04/2007,Hollesley Bay,assault,1
2007,April,01/04/2007,Holloway,assault,28
2007,April,01/04/2007,Holloway,selfharm,101
2007,April,01/04/2007,Holme House,assault,18
2007,April,01/04/2007,Holme House,selfharm,5
2007,April,01/04/2007,Hull,assault,16
2007,April,01/04/2007,Hull,selfharm,14
2007,April,01/04/2007,Huntercombe,assault,25
2007,April,01/04/2007,Huntercombe,selfharm,2
2007,April,01/04/2007,IOW: Albany,selfharm,3
2007,April,01/04/2007,IOW: Camp Hill,assault,9
2007,April,01/04/2007,IOW: Camp Hill,selfharm,3
2007,April,01/04/2007,IOW: Parkhurst,assault,1
2007,April,01/04/2007,IOW: Parkhurst,selfharm,6
2007,April,01/04/2007,Kingston,selfharm,2
2007,April,01/04/2007,Lancaster Castle,assault,1
2007,April,01/04/2007,Lancaster Castle,selfharm,1
2007,April,01/04/2007,Lancaster Farms,assault,28
2007,April,01/04/2007,Leeds,assault,10
2007,April,01/04/2007,Leeds,selfharm,10
2007,April,01/04/2007,Leicester,assault,2
2007,April,01/04/2007,Leicester,selfharm,25
2007,April,01/04/2007,Lewes,assault,4
2007,April,01/04/2007,Lewes,selfharm,3
2007,April,01/04/2007,Lincoln,assault,4
2007,April,01/04/2007,Lincoln,selfharm,4
2007,April,01/04/2007,Lindholme,assault,2
2007,April,01/04/2007,Lindholme,selfharm,7
2007,April,01/04/2007,Littlehey,assault,4
2007,April,01/04/2007,Littlehey,selfharm,8
2007,April,01/04/2007,Liverpool,assault,14
2007,April,01/04/2007,Liverpool,selfharm,5
2007,April,01/04/2007,Long Lartin,assault,2
2007,April,01/04/2007,Long Lartin,selfharm,3
2007,April,01/04/2007,Low Newton,assault,8
2007,April,01/04/2007,Low Newton,selfharm,54
2007,April,01/04/2007,Lowdham Grange,assault,7
2007,April,01/04/2007,Lowdham Grange,selfharm,1
2007,April,01/04/2007,Maidstone,selfharm,2
2007,April,01/04/2007,Manchester,assault,18
2007,April,01/04/2007,Manchester,selfharm,33
2007,April,01/04/2007,Moorland,assault,8
2007,April,01/04/2007,Moorland,selfharm,10
2007,April,01/04/2007,Morton Hall,assault,1
2007,April,01/04/2007,Morton Hall,selfharm,4
2007,April,01/04/2007,Mount,assault,6
2007,April,01/04/2007,Mount,selfharm,9
2007,April,01/04/2007,New Hall,assault,9
2007,April,01/04/2007,New Hall,selfharm,88
2007,April,01/04/2007,North Sea Camp,assault,1
2007,April,01/04/2007,Northallerton,assault,11
2007,April,01/04/2007,Northallerton,selfharm,3
2007,April,01/04/2007,Northumberland: Acklington,assault,7
2007,April,01/04/2007,Northumberland: Acklington,selfharm,1
2007,April,01/04/2007,Northumberland: Castington,assault,35
2007,April,01/04/2007,Northumberland: Castington,selfharm,8
2007,April,01/04/2007,Norwich,selfharm,25
2007,April,01/04/2007,Nottingham,assault,4
2007,April,01/04/2007,Nottingham,selfharm,7
2007,April,01/04/2007,Onley,assault,19
2007,April,01/04/2007,Onley,selfharm,8
2007,April,01/04/2007,Parc,assault,38
2007,April,01/04/2007,Parc,selfharm,8
2007,April,01/04/2007,Pentonville,assault,24
2007,April,01/04/2007,Pentonville,selfharm,22
2007,April,01/04/2007,Peterborough,assault,20
2007,April,01/04/2007,Peterborough,selfharm,118
2007,April,01/04/2007,Portland,assault,20
2007,April,01/04/2007,Portland,selfharm,10
2007,April,01/04/2007,Preston,assault,8
2007,April,01/04/2007,Preston,selfharm,16
2007,April,01/04/2007,Ranby,assault,7
2007,April,01/04/2007,Ranby,selfharm,3
2007,April,01/04/2007,Reading,assault,2
2007,April,01/04/2007,Reading,selfharm,5
2007,April,01/04/2007,Risley,assault,11
2007,April,01/04/2007,Risley,selfharm,3
2007,April,01/04/2007,Rochester,assault,9
2007,April,01/04/2007,Rochester,selfharm,2
2007,April,01/04/2007,Rye Hill,assault,9
2007,April,01/04/2007,Rye Hill,selfharm,7
2007,April,01/04/2007,Send,selfharm,17
2007,April,01/04/2007,Sheppey: Elmley,assault,15
2007,April,01/04/2007,Sheppey: Elmley,selfharm,8
2007,April,01/04/2007,Sheppey: Standford Hill,assault,1
2007,April,01/04/2007,Sheppey: Swaleside,assault,6
2007,April,01/04/2007,Sheppey: Swaleside,selfharm,5
2007,April,01/04/2007,Shepton Mallet,assault,1
2007,April,01/04/2007,Shepton Mallet,selfharm,1
2007,April,01/04/2007,Shrewsbury,assault,5
2007,April,01/04/2007,Shrewsbury,selfharm,5
2007,April,01/04/2007,Stafford,assault,15
2007,April,01/04/2007,Stafford,selfharm,11
2007,April,01/04/2007,Stocken,assault,5
2007,April,01/04/2007,Stocken,selfharm,9
2007,April,01/04/2007,Stoke Heath,assault,51
2007,April,01/04/2007,Stoke Heath,selfharm,6
2007,April,01/04/2007,Styal,assault,10
2007,April,01/04/2007,Styal,selfharm,79
2007,April,01/04/2007,Sudbury,assault,1
2007,April,01/04/2007,Sudbury,selfharm,1
2007,April,01/04/2007,Swansea,assault,1
2007,April,01/04/2007,Swansea,selfharm,3
2007,April,01/04/2007,Swinfen Hall,assault,5
2007,April,01/04/2007,Swinfen Hall,selfharm,10
2007,April,01/04/2007,Thorn Cross,assault,8
2007,April,01/04/2007,Thorn Cross,selfharm,2
2007,April,01/04/2007,Usk\Prescoed,selfharm,1
2007,April,01/04/2007,Wakefield,assault,6
2007,April,01/04/2007,Wakefield,selfharm,9
2007,April,01/04/2007,Wandsworth,assault,16
2007,April,01/04/2007,Wandsworth,selfharm,9
2007,April,01/04/2007,Warren Hill,assault,36
2007,April,01/04/2007,Wayland,assault,8
2007,April,01/04/2007,Wayland,selfharm,2
2007,April,01/04/2007,Wealstun,assault,8
2007,April,01/04/2007,Wealstun,selfharm,3
2007,April,01/04/2007,Wellingborough,assault,3
2007,April,01/04/2007,Werrington,assault,20
2007,April,01/04/2007,Werrington,selfharm,3
2007,April,01/04/2007,Wetherby,assault,48
2007,April,01/04/2007,Wetherby,selfharm,2
2007,April,01/04/2007,Whatton,assault,2
2007,April,01/04/2007,Whatton,selfharm,20
2007,April,01/04/2007,Whitemoor,assault,4
2007,April,01/04/2007,Whitemoor,selfharm,6
2007,April,01/04/2007,Winchester,assault,4
2007,April,01/04/2007,Winchester,selfharm,6
2007,April,01/04/2007,Wolds,assault,7
2007,April,01/04/2007,Wolds,selfharm,2
2007,April,01/04/2007,Woodhill,assault,4
2007,April,01/04/2007,Woodhill,selfharm,10
2007,April,01/04/2007,Wormwood Scrubs,assault,19
2007,April,01/04/2007,Wormwood Scrubs,selfharm,6
2007,April,01/04/2007,Wymott,assault,2
2007,April,01/04/2007,Wymott,selfharm,8
2007,August,01/08/2007,Altcourse,assault,24
2007,August,01/08/2007,Altcourse,selfharm,14
2007,August,01/08/2007,Ashfield,assault,68
2007,August,01/08/2007,Ashfield,selfharm,23
2007,August,01/08/2007,Ashwell,assault,2
2007,August,01/08/2007,Ashwell,selfharm,4
2007,August,01/08/2007,Aylesbury,assault,11
2007,August,01/08/2007,Aylesbury,selfharm,9
2007,August,01/08/2007,Bedford,assault,6
2007,August,01/08/2007,Bedford,selfharm,19
2007,August,01/08/2007,Belmarsh,assault,4
2007,August,01/08/2007,Belmarsh,selfharm,5
2007,August,01/08/2007,Birmingham,assault,14
2007,August,01/08/2007,Birmingham,selfharm,43
2007,August,01/08/2007,Blundeston,assault,3
2007,August,01/08/2007,Blundeston,selfharm,2
2007,August,01/08/2007,Brinsford,assault,12
2007,August,01/08/2007,Brinsford,selfharm,2
2007,August,01/08/2007,Bristol,assault,10
2007,August,01/08/2007,Bristol,selfharm,13
2007,August,01/08/2007,Brixton,assault,6
2007,August,01/08/2007,Brixton,selfharm,10
2007,August,01/08/2007,Bronzefield,assault,12
2007,August,01/08/2007,Bronzefield,selfharm,103
2007,August,01/08/2007,Buckley Hall,assault,7
2007,August,01/08/2007,Buckley Hall,selfharm,1
2007,August,01/08/2007,Bullingdon,assault,7
2007,August,01/08/2007,Bullingdon,selfharm,9
2007,August,01/08/2007,Bullwood Hall,assault,1
2007,August,01/08/2007,Canterbury,assault,3
2007,August,01/08/2007,Cardiff,assault,3
2007,August,01/08/2007,Cardiff,selfharm,1
2007,August,01/08/2007,Channings Wood,assault,6
2007,August,01/08/2007,Channings Wood,selfharm,2
2007,August,01/08/2007,Chelmsford,assault,3
2007,August,01/08/2007,Chelmsford,selfharm,7
2007,August,01/08/2007,Coldingley,assault,4
2007,August,01/08/2007,Cookham Wood,selfharm,8
2007,August,01/08/2007,Dartmoor,assault,3
2007,August,01/08/2007,Dartmoor,selfharm,5
2007,August,01/08/2007,Deerbolt,assault,16
2007,August,01/08/2007,Deerbolt,selfharm,11
2007,August,01/08/2007,Doncaster,assault,13
2007,August,01/08/2007,Doncaster,selfharm,23
2007,August,01/08/2007,Dorchester,assault,3
2007,August,01/08/2007,Dorchester,selfharm,2
2007,August,01/08/2007,Dovegate,assault,20
2007,August,01/08/2007,Dovegate,selfharm,13
2007,August,01/08/2007,Dover,assault,7
2007,August,01/08/2007,Dover,selfharm,2
2007,August,01/08/2007,Downview,assault,1
2007,August,01/08/2007,Downview,selfharm,23
2007,August,01/08/2007,Drake Hall,assault,1
2007,August,01/08/2007,Drake Hall,selfharm,4
2007,August,01/08/2007,Durham,assault,16
2007,August,01/08/2007,Durham,selfharm,26
2007,August,01/08/2007,Eastwood Park,assault,2
2007,August,01/08/2007,Eastwood Park,selfharm,198
2007,August,01/08/2007,Edmunds Hill,selfharm,3
2007,August,01/08/2007,Erlestoke,assault,5
2007,August,01/08/2007,Escort Areas,assault,10
2007,August,01/08/2007,Escort Areas,selfharm,33
2007,August,01/08/2007,Everthorpe,assault,6
2007,August,01/08/2007,Exeter,assault,2
2007,August,01/08/2007,Exeter,selfharm,7
2007,August,01/08/2007,Featherstone,assault,6
2007,August,01/08/2007,Featherstone,selfharm,6
2007,August,01/08/2007,Feltham,assault,40
2007,August,01/08/2007,Feltham,selfharm,11
2007,August,01/08/2007,Ford,assault,1
2007,August,01/08/2007,Forest Bank,assault,23
2007,August,01/08/2007,Forest Bank,selfharm,31
2007,August,01/08/2007,Foston Hall,assault,3
2007,August,01/08/2007,Foston Hall,selfharm,98
2007,August,01/08/2007,Frankland,assault,4
2007,August,01/08/2007,Frankland,selfharm,24
2007,August,01/08/2007,Full Sutton,assault,4
2007,August,01/08/2007,Full Sutton,selfharm,4
2007,August,01/08/2007,Garth,assault,9
2007,August,01/08/2007,Garth,selfharm,3
2007,August,01/08/2007,Gartree,assault,2
2007,August,01/08/2007,Gartree,selfharm,10
2007,August,01/08/2007,Glen Parva,assault,43
2007,August,01/08/2007,Glen Parva,selfharm,37
2007,August,01/08/2007,Gloucester,assault,5
2007,August,01/08/2007,Gloucester,selfharm,6
2007,August,01/08/2007,Grendon/Spring Hill,selfharm,2
2007,August,01/08/2007,Guys Marsh,assault,9
2007,August,01/08/2007,Guys Marsh,selfharm,7
2007,August,01/08/2007,Haslar,assault,1
2007,August,01/08/2007,Haslar,selfharm,1
2007,August,01/08/2007,Haverigg,assault,9
2007,August,01/08/2007,Haverigg,selfharm,1
2007,August,01/08/2007,Hewell,assault,31
2007,August,01/08/2007,Hewell,selfharm,24
2007,August,01/08/2007,High Down,assault,11
2007,August,01/08/2007,High Down,selfharm,12
2007,August,01/08/2007,Highpoint,assault,7
2007,August,01/08/2007,Highpoint,selfharm,3
2007,August,01/08/2007,Hindley,assault,49
2007,August,01/08/2007,Hindley,selfharm,5
2007,August,01/08/2007,Holloway,assault,20
2007,August,01/08/2007,Holloway,selfharm,110
2007,August,01/08/2007,Holme House,assault,11
2007,August,01/08/2007,Holme House,selfharm,12
2007,August,01/08/2007,Hull,assault,23
2007,August,01/08/2007,Hull,selfharm,9
2007,August,01/08/2007,Huntercombe,assault,21
2007,August,01/08/2007,Huntercombe,selfharm,6
2007,August,01/08/2007,IOW: Albany,assault,1
2007,August,01/08/2007,IOW: Albany,selfharm,3
2007,August,01/08/2007,IOW: Camp Hill,assault,7
2007,August,01/08/2007,IOW: Camp Hill,selfharm,2
2007,August,01/08/2007,IOW: Parkhurst,assault,3
2007,August,01/08/2007,IOW: Parkhurst,selfharm,13
2007,August,01/08/2007,Kennet,assault,1
2007,August,01/08/2007,Kirkham,assault,1
2007,August,01/08/2007,Lancaster Castle,assault,2
2007,August,01/08/2007,Lancaster Castle,selfharm,1
2007,August,01/08/2007,Lancaster Farms,assault,34
2007,August,01/08/2007,Lancaster Farms,selfharm,1
2007,August,01/08/2007,Leeds,assault,11
2007,August,01/08/2007,Leeds,selfharm,16
2007,August,01/08/2007,Leicester,assault,3
2007,August,01/08/2007,Leicester,selfharm,7
2007,August,01/08/2007,Lewes,assault,6
2007,August,01/08/2007,Lewes,selfharm,6
2007,August,01/08/2007,Lincoln,assault,15
2007,August,01/08/2007,Lincoln,selfharm,18
2007,August,01/08/2007,Lindholme,assault,6
2007,August,01/08/2007,Lindholme,selfharm,6
2007,August,01/08/2007,Littlehey,assault,3
2007,August,01/08/2007,Littlehey,selfharm,12
2007,August,01/08/2007,Liverpool,assault,19
2007,August,01/08/2007,Liverpool,selfharm,6
2007,August,01/08/2007,Long Lartin,assault,2
2007,August,01/08/2007,Long Lartin,selfharm,11
2007,August,01/08/2007,Low Newton,assault,3
2007,August,01/08/2007,Low Newton,selfharm,99
2007,August,01/08/2007,Lowdham Grange,assault,8
2007,August,01/08/2007,Lowdham Grange,selfharm,1
2007,August,01/08/2007,Maidstone,assault,3
2007,August,01/08/2007,Manchester,assault,19
2007,August,01/08/2007,Manchester,selfharm,16
2007,August,01/08/2007,Moorland,assault,8
2007,August,01/08/2007,Moorland,selfharm,11
2007,August,01/08/2007,Morton Hall,assault,1
2007,August,01/08/2007,Morton Hall,selfharm,10
2007,August,01/08/2007,Mount,assault,6
2007,August,01/08/2007,Mount,selfharm,2
2007,August,01/08/2007,New Hall,assault,13
2007,August,01/08/2007,New Hall,selfharm,105
2007,August,01/08/2007,Northallerton,assault,7
2007,August,01/08/2007,Northallerton,selfharm,3
2007,August,01/08/2007,Northumberland: Acklington,assault,9
2007,August,01/08/2007,Northumberland: Acklington,selfharm,1
2007,August,01/08/2007,Northumberland: Castington,assault,46
2007,August,01/08/2007,Northumberland: Castington,selfharm,7
2007,August,01/08/2007,Norwich,assault,1
2007,August,01/08/2007,Norwich,selfharm,10
2007,August,01/08/2007,Nottingham,assault,19
2007,August,01/08/2007,Nottingham,selfharm,13
2007,August,01/08/2007,Onley,assault,23
2007,August,01/08/2007,Onley,selfharm,12
2007,August,01/08/2007,Parc,assault,28
2007,August,01/08/2007,Parc,selfharm,15
2007,August,01/08/2007,Pentonville,assault,21
2007,August,01/08/2007,Pentonville,selfharm,17
2007,August,01/08/2007,Peterborough,assault,33
2007,August,01/08/2007,Peterborough,selfharm,99
2007,August,01/08/2007,Portland,assault,18
2007,August,01/08/2007,Portland,selfharm,24
2007,August,01/08/2007,Preston,assault,14
2007,August,01/08/2007,Preston,selfharm,33
2007,August,01/08/2007,Ranby,assault,10
2007,August,01/08/2007,Ranby,selfharm,2
2007,August,01/08/2007,Reading,assault,5
2007,August,01/08/2007,Reading,selfharm,4
2007,August,01/08/2007,Risley,assault,7
2007,August,01/08/2007,Risley,selfharm,3
2007,August,01/08/2007,Rochester,assault,5
2007,August,01/08/2007,Rye Hill,assault,11
2007,August,01/08/2007,Rye Hill,selfharm,9
2007,August,01/08/2007,Send,selfharm,9
2007,August,01/08/2007,Sheppey: Elmley,assault,12
2007,August,01/08/2007,Sheppey: Elmley,selfharm,9
2007,August,01/08/2007,Sheppey: Standford Hill,assault,1
2007,August,01/08/2007,Sheppey: Swaleside,assault,9
2007,August,01/08/2007,Sheppey: Swaleside,selfharm,4
2007,August,01/08/2007,Shepton Mallet,assault,1
2007,August,01/08/2007,Shepton Mallet,selfharm,2
2007,August,01/08/2007,Shrewsbury,assault,1
2007,August,01/08/2007,Shrewsbury,selfharm,4
2007,August,01/08/2007,Stafford,assault,10
2007,August,01/08/2007,Stafford,selfharm,15
2007,August,01/08/2007,Stocken,assault,8
2007,August,01/08/2007,Stocken,selfharm,2
2007,August,01/08/2007,Stoke Heath,assault,54
2007,August,01/08/2007,Stoke Heath,selfharm,21
2007,August,01/08/2007,Styal,assault,7
2007,August,01/08/2007,Styal,selfharm,56
2007,August,01/08/2007,Swansea,assault,2
2007,August,01/08/2007,Swansea,selfharm,7
2007,August,01/08/2007,Swinfen Hall,assault,6
2007,August,01/08/2007,Swinfen Hall,selfharm,18
2007,August,01/08/2007,Thorn Cross,assault,4
2007,August,01/08/2007,Usk\Prescoed,assault,1
2007,August,01/08/2007,Usk\Prescoed,selfharm,4
2007,August,01/08/2007,Verne,assault,3
2007,August,01/08/2007,Wakefield,assault,6
2007,August,01/08/2007,Wakefield,selfharm,10
2007,August,01/08/2007,Wandsworth,assault,16
2007,August,01/08/2007,Wandsworth,selfharm,9
2007,August,01/08/2007,Warren Hill,assault,28
2007,August,01/08/2007,Warren Hill,selfharm,1
2007,August,01/08/2007,Wayland,assault,4
2007,August,01/08/2007,Wayland,selfharm,2
2007,August,01/08/2007,Wealstun,assault,2
2007,August,01/08/2007,Wealstun,selfharm,4
2007,August,01/08/2007,Wellingborough,assault,4
2007,August,01/08/2007,Wellingborough,selfharm,1
2007,August,01/08/2007,Werrington,assault,15
2007,August,01/08/2007,Wetherby,assault,40
2007,August,01/08/2007,Whatton,assault,3
2007,August,01/08/2007,Whatton,selfharm,4
2007,August,01/08/2007,Whitemoor,assault,6
2007,August,01/08/2007,Whitemoor,selfharm,4
2007,August,01/08/2007,Winchester,assault,2
2007,August,01/08/2007,Winchester,selfharm,2
2007,August,01/08/2007,Wolds,assault,2
2007,August,01/08/2007,Wolds,selfharm,6
2007,August,01/08/2007,Woodhill,assault,9
2007,August,01/08/2007,Woodhill,selfharm,18
2007,August,01/08/2007,Wormwood Scrubs,assault,23
2007,August,01/08/2007,Wormwood Scrubs,selfharm,11
2007,August,01/08/2007,Wymott,assault,5
2007,August,01/08/2007,Wymott,selfharm,18
2007,December,01/12/2007,Altcourse,assault,17
2007,December,01/12/2007,Altcourse,selfharm,10
2007,December,01/12/2007,Ashfield,assault,64
2007,December,01/12/2007,Ashfield,selfharm,9
2007,December,01/12/2007,Ashwell,assault,1
2007,December,01/12/2007,Aylesbury,assault,6
2007,December,01/12/2007,Aylesbury,selfharm,21
2007,December,01/12/2007,Bedford,assault,5
2007,December,01/12/2007,Bedford,selfharm,12
2007,December,01/12/2007,Belmarsh,assault,5
2007,December,01/12/2007,Belmarsh,selfharm,5
2007,December,01/12/2007,Birmingham,assault,25
2007,December,01/12/2007,Birmingham,selfharm,40
2007,December,01/12/2007,Blundeston,assault,1
2007,December,01/12/2007,Brinsford,assault,12
2007,December,01/12/2007,Brinsford,selfharm,10
2007,December,01/12/2007,Bristol,assault,11
2007,December,01/12/2007,Bristol,selfharm,16
2007,December,01/12/2007,Brixton,assault,2
2007,December,01/12/2007,Bronzefield,assault,8
2007,December,01/12/2007,Bronzefield,selfharm,86
2007,December,01/12/2007,Buckley Hall,assault,3
2007,December,01/12/2007,Buckley Hall,selfharm,2
2007,December,01/12/2007,Bullingdon,assault,4
2007,December,01/12/2007,Bullingdon,selfharm,6
2007,December,01/12/2007,Bullwood Hall,selfharm,1
2007,December,01/12/2007,Canterbury,assault,3
2007,December,01/12/2007,Cardiff,selfharm,1
2007,December,01/12/2007,Channings Wood,assault,7
2007,December,01/12/2007,Channings Wood,selfharm,2
2007,December,01/12/2007,Chelmsford,assault,7
2007,December,01/12/2007,Chelmsford,selfharm,6
2007,December,01/12/2007,Coldingley,selfharm,1
2007,December,01/12/2007,Dartmoor,assault,6
2007,December,01/12/2007,Dartmoor,selfharm,6
2007,December,01/12/2007,Deerbolt,assault,18
2007,December,01/12/2007,Deerbolt,selfharm,3
2007,December,01/12/2007,Doncaster,assault,12
2007,December,01/12/2007,Doncaster,selfharm,36
2007,December,01/12/2007,Dorchester,assault,3
2007,December,01/12/2007,Dorchester,selfharm,5
2007,December,01/12/2007,Dovegate,assault,6
2007,December,01/12/2007,Dovegate,selfharm,8
2007,December,01/12/2007,Dover,assault,7
2007,December,01/12/2007,Dover,selfharm,4
2007,December,01/12/2007,Downview,assault,2
2007,December,01/12/2007,Downview,selfharm,15
2007,December,01/12/2007,Drake Hall,assault,2
2007,December,01/12/2007,Drake Hall,selfharm,13
2007,December,01/12/2007,Durham,assault,16
2007,December,01/12/2007,Durham,selfharm,12
2007,December,01/12/2007,Eastwood Park,selfharm,110
2007,December,01/12/2007,Edmunds Hill,assault,3
2007,December,01/12/2007,Edmunds Hill,selfharm,2
2007,December,01/12/2007,Erlestoke,assault,4
2007,December,01/12/2007,Erlestoke,selfharm,3
2007,December,01/12/2007,Escort Areas,assault,10
2007,December,01/12/2007,Escort Areas,selfharm,31
2007,December,01/12/2007,Everthorpe,assault,9
2007,December,01/12/2007,Everthorpe,selfharm,4
2007,December,01/12/2007,Exeter,assault,2
2007,December,01/12/2007,Exeter,selfharm,3
2007,December,01/12/2007,Featherstone,assault,11
2007,December,01/12/2007,Featherstone,selfharm,1
2007,December,01/12/2007,Feltham,assault,47
2007,December,01/12/2007,Feltham,selfharm,11
2007,December,01/12/2007,Ford,assault,2
2007,December,01/12/2007,Forest Bank,assault,22
2007,December,01/12/2007,Forest Bank,selfharm,17
2007,December,01/12/2007,Foston Hall,assault,4
2007,December,01/12/2007,Foston Hall,selfharm,54
2007,December,01/12/2007,Frankland,assault,5
2007,December,01/12/2007,Frankland,selfharm,38
2007,December,01/12/2007,Full Sutton,assault,3
2007,December,01/12/2007,Full Sutton,selfharm,6
2007,December,01/12/2007,Garth,assault,3
2007,December,01/12/2007,Garth,selfharm,4
2007,December,01/12/2007,Gartree,assault,1
2007,December,01/12/2007,Gartree,selfharm,2
2007,December,01/12/2007,Glen Parva,assault,30
2007,December,01/12/2007,Glen Parva,selfharm,9
2007,December,01/12/2007,Gloucester,assault,3
2007,December,01/12/2007,Gloucester,selfharm,4
2007,December,01/12/2007,Grendon/Spring Hill,selfharm,2
2007,December,01/12/2007,Guys Marsh,assault,8
2007,December,01/12/2007,Guys Marsh,selfharm,8
2007,December,01/12/2007,Haslar,assault,2
2007,December,01/12/2007,Haverigg,assault,2
2007,December,01/12/2007,Haverigg,selfharm,2
2007,December,01/12/2007,Hewell,assault,22
2007,December,01/12/2007,Hewell,selfharm,7
2007,December,01/12/2007,High Down,assault,23
2007,December,01/12/2007,High Down,selfharm,19
2007,December,01/12/2007,Highpoint,assault,10
2007,December,01/12/2007,Highpoint,selfharm,5
2007,December,01/12/2007,Hindley,assault,50
2007,December,01/12/2007,Hindley,selfharm,4
2007,December,01/12/2007,Holloway,assault,10
2007,December,01/12/2007,Holloway,selfharm,101
2007,December,01/12/2007,Holme House,assault,9
2007,December,01/12/2007,Holme House,selfharm,11
