Year,Month,YearMonth,Prison,type,Incidents
2009,March,01/03/2009,Featherstone,assault,9
2009,March,01/03/2009,Featherstone,selfharm,1
2009,March,01/03/2009,Feltham,assault,82
2009,March,01/03/2009,Feltham,selfharm,22
2009,March,01/03/2009,Forest Bank,assault,22
2009,March,01/03/2009,Forest Bank,selfharm,22
2009,March,01/03/2009,Foston Hall,assault,4
2009,March,01/03/2009,Foston Hall,selfharm,71
2009,March,01/03/2009,Frankland,assault,9
2009,March,01/03/2009,Frankland,selfharm,47
2009,March,01/03/2009,Full Sutton,assault,4
2009,March,01/03/2009,Full Sutton,selfharm,18
2009,March,01/03/2009,Garth,assault,9
2009,March,01/03/2009,Garth,selfharm,8
2009,March,01/03/2009,Gartree,assault,2
2009,March,01/03/2009,Glen Parva,assault,52
2009,March,01/03/2009,Glen Parva,selfharm,33
2009,March,01/03/2009,Gloucester,assault,8
2009,March,01/03/2009,Gloucester,selfharm,19
2009,March,01/03/2009,Grendon/Spring Hill,assault,1
2009,March,01/03/2009,Grendon/Spring Hill,selfharm,2
2009,March,01/03/2009,Guys Marsh,assault,3
2009,March,01/03/2009,Guys Marsh,selfharm,5
2009,March,01/03/2009,Haslar,assault,1
2009,March,01/03/2009,Haverigg,assault,9
2009,March,01/03/2009,Haverigg,selfharm,3
2009,March,01/03/2009,Hewell,assault,14
2009,March,01/03/2009,Hewell,selfharm,12
2009,March,01/03/2009,High Down,assault,13
2009,March,01/03/2009,High Down,selfharm,16
2009,March,01/03/2009,Highpoint,assault,18
2009,March,01/03/2009,Highpoint,selfharm,4
2009,March,01/03/2009,Hindley,assault,33
2009,March,01/03/2009,Hindley,selfharm,12
2009,March,01/03/2009,Hollesley Bay,selfharm,1
2009,March,01/03/2009,Holloway,assault,5
2009,March,01/03/2009,Holloway,selfharm,166
2009,March,01/03/2009,Holme House,assault,10
2009,March,01/03/2009,Holme House,selfharm,3
2009,March,01/03/2009,Hull,assault,15
2009,March,01/03/2009,Hull,selfharm,9
2009,March,01/03/2009,Huntercombe,assault,28
2009,March,01/03/2009,Huntercombe,selfharm,12
2009,March,01/03/2009,IOW: Albany,assault,3
2009,March,01/03/2009,IOW: Albany,selfharm,4
2009,March,01/03/2009,IOW: Camp Hill,assault,7
2009,March,01/03/2009,IOW: Camp Hill,selfharm,4
2009,March,01/03/2009,IOW: Parkhurst,assault,1
2009,March,01/03/2009,IOW: Parkhurst,selfharm,23
2009,March,01/03/2009,Kennet,assault,5
2009,March,01/03/2009,Kennet,selfharm,1
2009,March,01/03/2009,Kingston,assault,1
2009,March,01/03/2009,Lancaster Farms,assault,23
2009,March,01/03/2009,Lancaster Farms,selfharm,1
2009,March,01/03/2009,Leeds,assault,7
2009,March,01/03/2009,Leeds,selfharm,8
2009,March,01/03/2009,Leicester,assault,2
2009,March,01/03/2009,Leicester,selfharm,5
2009,March,01/03/2009,Lewes,assault,11
2009,March,01/03/2009,Lewes,selfharm,10
2009,March,01/03/2009,Leyhill,assault,1
2009,March,01/03/2009,Lincoln,assault,12
2009,March,01/03/2009,Lincoln,selfharm,16
2009,March,01/03/2009,Lindholme,assault,5
2009,March,01/03/2009,Lindholme,selfharm,3
2009,March,01/03/2009,Littlehey,assault,3
2009,March,01/03/2009,Littlehey,selfharm,7
2009,March,01/03/2009,Liverpool,assault,22
2009,March,01/03/2009,Liverpool,selfharm,26
2009,March,01/03/2009,Long Lartin,assault,5
2009,March,01/03/2009,Long Lartin,selfharm,13
2009,March,01/03/2009,Low Newton,assault,4
2009,March,01/03/2009,Low Newton,selfharm,50
2009,March,01/03/2009,Lowdham Grange,assault,6
2009,March,01/03/2009,Lowdham Grange,selfharm,4
2009,March,01/03/2009,Maidstone,assault,3
2009,March,01/03/2009,Maidstone,selfharm,3
2009,March,01/03/2009,Manchester,assault,21
2009,March,01/03/2009,Manchester,selfharm,30
2009,March,01/03/2009,Moorland,assault,4
2009,March,01/03/2009,Moorland,selfharm,6
2009,March,01/03/2009,Morton Hall,assault,1
2009,March,01/03/2009,Morton Hall,selfharm,16
2009,March,01/03/2009,Mount,assault,9
2009,March,01/03/2009,Mount,selfharm,2
2009,March,01/03/2009,New Hall,assault,10
2009,March,01/03/2009,New Hall,selfharm,86
2009,March,01/03/2009,North Sea Camp,assault,1
2009,March,01/03/2009,Northallerton,assault,8
2009,March,01/03/2009,Northallerton,selfharm,2
2009,March,01/03/2009,Northumberland: Acklington,assault,12
2009,March,01/03/2009,Northumberland: Acklington,selfharm,18
2009,March,01/03/2009,Northumberland: Castington,assault,29
2009,March,01/03/2009,Northumberland: Castington,selfharm,6
2009,March,01/03/2009,Norwich,selfharm,20
2009,March,01/03/2009,Nottingham,assault,10
2009,March,01/03/2009,Nottingham,selfharm,32
2009,March,01/03/2009,Onley,assault,17
2009,March,01/03/2009,Onley,selfharm,11
2009,March,01/03/2009,Parc,assault,33
2009,March,01/03/2009,Parc,selfharm,29
2009,March,01/03/2009,Pentonville,assault,17
2009,March,01/03/2009,Pentonville,selfharm,12
2009,March,01/03/2009,Peterborough,assault,22
2009,March,01/03/2009,Peterborough,selfharm,150
2009,March,01/03/2009,Portland,assault,16
2009,March,01/03/2009,Portland,selfharm,16
2009,March,01/03/2009,Preston,assault,18
2009,March,01/03/2009,Preston,selfharm,32
2009,March,01/03/2009,Ranby,assault,5
2009,March,01/03/2009,Ranby,selfharm,15
2009,March,01/03/2009,Reading,assault,1
2009,March,01/03/2009,Reading,selfharm,2
2009,March,01/03/2009,Risley,assault,7
2009,March,01/03/2009,Risley,selfharm,8
2009,March,01/03/2009,Rochester,assault,12
2009,March,01/03/2009,Rochester,selfharm,8
2009,March,01/03/2009,Rye Hill,assault,3
2009,March,01/03/2009,Rye Hill,selfharm,6
2009,March,01/03/2009,Send,assault,1
2009,March,01/03/2009,Send,selfharm,27
2009,March,01/03/2009,Sheppey: Elmley,assault,11
2009,March,01/03/2009,Sheppey: Elmley,selfharm,7
2009,March,01/03/2009,Sheppey: Swaleside,assault,5
2009,March,01/03/2009,Sheppey: Swaleside,selfharm,5
2009,March,01/03/2009,Shepton Mallet,selfharm,1
2009,March,01/03/2009,Shrewsbury,assault,2
2009,March,01/03/2009,Shrewsbury,selfharm,3
2009,March,01/03/2009,Stafford,assault,3
2009,March,01/03/2009,Stafford,selfharm,6
2009,March,01/03/2009,Stocken,assault,6
2009,March,01/03/2009,Stocken,selfharm,12
2009,March,01/03/2009,Stoke Heath,assault,44
2009,March,01/03/2009,Stoke Heath,selfharm,13
2009,March,01/03/2009,Styal,assault,8
2009,March,01/03/2009,Styal,selfharm,174
2009,March,01/03/2009,Sudbury,assault,1
2009,March,01/03/2009,Sudbury,selfharm,1
2009,March,01/03/2009,Swansea,assault,6
2009,March,01/03/2009,Swansea,selfharm,9
2009,March,01/03/2009,Swinfen Hall,assault,8
2009,March,01/03/2009,Swinfen Hall,selfharm,8
2009,March,01/03/2009,Thorn Cross,assault,6
2009,March,01/03/2009,Usk\Prescoed,assault,1
2009,March,01/03/2009,Wakefield,assault,1
2009,March,01/03/2009,Wakefield,selfharm,13
2009,March,01/03/2009,Wandsworth,assault,9
2009,March,01/03/2009,Wandsworth,selfharm,2
2009,March,01/03/2009,Warren Hill,assault,50
2009,March,01/03/2009,Warren Hill,selfharm,2
2009,March,01/03/2009,Wayland,assault,6
2009,March,01/03/2009,Wayland,selfharm,6
2009,March,01/03/2009,Wealstun,assault,4
2009,March,01/03/2009,Wealstun,selfharm,4
2009,March,01/03/2009,Wellingborough,assault,9
2009,March,01/03/2009,Wellingborough,selfharm,6
2009,March,01/03/2009,Werrington,assault,12
2009,March,01/03/2009,Werrington,selfharm,16
2009,March,01/03/2009,Wetherby,assault,42
2009,March,01/03/2009,Wetherby,selfharm,8
2009,March,01/03/2009,Whatton,assault,3
2009,March,01/03/2009,Whatton,selfharm,2
2009,March,01/03/2009,Whitemoor,assault,5
2009,March,01/03/2009,Whitemoor,selfharm,17
2009,March,01/03/2009,Winchester,assault,6
2009,March,01/03/2009,Winchester,selfharm,22
2009,March,01/03/2009,Wolds,assault,6
2009,March,01/03/2009,Wolds,selfharm,2
2009,March,01/03/2009,Woodhill,assault,5
2009,March,01/03/2009,Woodhill,selfharm,13
2009,March,01/03/2009,Wormwood Scrubs,assault,19
2009,March,01/03/2009,Wormwood Scrubs,selfharm,25
2009,March,01/03/2009,Wymott,assault,5
2009,March,01/03/2009,Wymott,selfharm,11
2009,May,01/05/2009,Altcourse,assault,14
2009,May,01/05/2009,Altcourse,selfharm,23
2009,May,01/05/2009,Ashfield,assault,46
2009,May,01/05/2009,Ashfield,selfharm,20
2009,May,01/05/2009,Aylesbury,assault,18
2009,May,01/05/2009,Aylesbury,selfharm,12
2009,May,01/05/2009,Bedford,assault,7
2009,May,01/05/2009,Bedford,selfharm,13
2009,May,01/05/2009,Belmarsh,assault,6
2009,May,01/05/2009,Belmarsh,selfharm,4
2009,May,01/05/2009,Birmingham,assault,15
2009,May,01/05/2009,Birmingham,selfharm,21
2009,May,01/05/2009,Blundeston,assault,6
2009,May,01/05/2009,Blundeston,selfharm,3
2009,May,01/05/2009,Brinsford,assault,21
2009,May,01/05/2009,Brinsford,selfharm,15
2009,May,01/05/2009,Bristol,assault,10
2009,May,01/05/2009,Bristol,selfharm,5
2009,May,01/05/2009,Brixton,assault,13
2009,May,01/05/2009,Brixton,selfharm,4
2009,May,01/05/2009,Bronzefield,assault,10
2009,May,01/05/2009,Bronzefield,selfharm,71
2009,May,01/05/2009,Buckley Hall,assault,2
2009,May,01/05/2009,Bullingdon,assault,5
2009,May,01/05/2009,Bullingdon,selfharm,15
2009,May,01/05/2009,Canterbury,assault,1
2009,May,01/05/2009,Cardiff,assault,2
2009,May,01/05/2009,Channings Wood,assault,5
2009,May,01/05/2009,Channings Wood,selfharm,4
2009,May,01/05/2009,Chelmsford,assault,21
2009,May,01/05/2009,Chelmsford,selfharm,5
2009,May,01/05/2009,Coldingley,assault,2
2009,May,01/05/2009,Coldingley,selfharm,2
2009,May,01/05/2009,Cookham Wood,assault,13
2009,May,01/05/2009,Cookham Wood,selfharm,6
2009,May,01/05/2009,Dartmoor,assault,2
2009,May,01/05/2009,Dartmoor,selfharm,5
2009,May,01/05/2009,Deerbolt,assault,20
2009,May,01/05/2009,Deerbolt,selfharm,8
2009,May,01/05/2009,Doncaster,assault,44
2009,May,01/05/2009,Doncaster,selfharm,45
2009,May,01/05/2009,Dorchester,assault,3
2009,May,01/05/2009,Dorchester,selfharm,11
2009,May,01/05/2009,Dovegate,assault,6
2009,May,01/05/2009,Dovegate,selfharm,14
2009,May,01/05/2009,Dover,assault,6
2009,May,01/05/2009,Dover,selfharm,2
2009,May,01/05/2009,Downview,assault,5
2009,May,01/05/2009,Downview,selfharm,38
2009,May,01/05/2009,Drake Hall,assault,3
2009,May,01/05/2009,Drake Hall,selfharm,10
2009,May,01/05/2009,Durham,assault,13
2009,May,01/05/2009,Durham,selfharm,22
2009,May,01/05/2009,Eastwood Park,selfharm,59
2009,May,01/05/2009,Edmunds Hill,assault,2
2009,May,01/05/2009,Edmunds Hill,selfharm,7
2009,May,01/05/2009,Erlestoke,assault,3
2009,May,01/05/2009,Erlestoke,selfharm,11
2009,May,01/05/2009,Escort Areas,assault,12
2009,May,01/05/2009,Escort Areas,selfharm,37
2009,May,01/05/2009,Everthorpe,assault,8
2009,May,01/05/2009,Everthorpe,selfharm,7
2009,May,01/05/2009,Exeter,assault,4
2009,May,01/05/2009,Exeter,selfharm,11
2009,May,01/05/2009,Featherstone,assault,5
2009,May,01/05/2009,Feltham,assault,87
2009,May,01/05/2009,Feltham,selfharm,17
2009,May,01/05/2009,Forest Bank,assault,26
2009,May,01/05/2009,Forest Bank,selfharm,9
2009,May,01/05/2009,Foston Hall,selfharm,55
2009,May,01/05/2009,Frankland,assault,2
2009,May,01/05/2009,Frankland,selfharm,75
2009,May,01/05/2009,Full Sutton,assault,3
2009,May,01/05/2009,Full Sutton,selfharm,7
2009,May,01/05/2009,Garth,assault,12
2009,May,01/05/2009,Garth,selfharm,8
2009,May,01/05/2009,Gartree,assault,1
2009,May,01/05/2009,Gartree,selfharm,3
2009,May,01/05/2009,Glen Parva,assault,50
2009,May,01/05/2009,Glen Parva,selfharm,12
2009,May,01/05/2009,Gloucester,assault,8
2009,May,01/05/2009,Gloucester,selfharm,6
2009,May,01/05/2009,Grendon/Spring Hill,assault,2
2009,May,01/05/2009,Grendon/Spring Hill,selfharm,1
2009,May,01/05/2009,Guys Marsh,assault,4
2009,May,01/05/2009,Guys Marsh,selfharm,2
2009,May,01/05/2009,Haslar,assault,2
2009,May,01/05/2009,Haverigg,assault,8
2009,May,01/05/2009,Haverigg,selfharm,6
2009,May,01/05/2009,Hewell,assault,14
2009,May,01/05/2009,Hewell,selfharm,10
2009,May,01/05/2009,High Down,assault,17
2009,May,01/05/2009,High Down,selfharm,7
2009,May,01/05/2009,Highpoint,assault,7
2009,May,01/05/2009,Highpoint,selfharm,7
2009,May,01/05/2009,Hindley,assault,60
2009,May,01/05/2009,Hindley,selfharm,3
2009,May,01/05/2009,Holloway,assault,14
2009,May,01/05/2009,Holloway,selfharm,158
2009,May,01/05/2009,Holme House,assault,15
2009,May,01/05/2009,Holme House,selfharm,3
2009,May,01/05/2009,Hull,assault,8
2009,May,01/05/2009,Hull,selfharm,16
2009,May,01/05/2009,Huntercombe,assault,34
2009,May,01/05/2009,Huntercombe,selfharm,8
2009,May,01/05/2009,IOW: Albany,assault,2
2009,May,01/05/2009,IOW: Albany,selfharm,4
2009,May,01/05/2009,IOW: Camp Hill,assault,2
2009,May,01/05/2009,IOW: Parkhurst,assault,2
2009,May,01/05/2009,IOW: Parkhurst,selfharm,18
2009,May,01/05/2009,Kennet,assault,6
2009,May,01/05/2009,Kingston,assault,1
2009,May,01/05/2009,Kingston,selfharm,4
2009,May,01/05/2009,Lancaster Farms,assault,30
2009,May,01/05/2009,Lancaster Farms,selfharm,1
2009,May,01/05/2009,Leeds,assault,10
2009,May,01/05/2009,Leeds,selfharm,8
2009,May,01/05/2009,Leicester,assault,7
2009,May,01/05/2009,Leicester,selfharm,13
2009,May,01/05/2009,Lewes,assault,6
2009,May,01/05/2009,Lewes,selfharm,6
2009,May,01/05/2009,Lincoln,assault,6
2009,May,01/05/2009,Lincoln,selfharm,12
2009,May,01/05/2009,Lindholme,assault,1
2009,May,01/05/2009,Lindholme,selfharm,2
2009,May,01/05/2009,Littlehey,assault,2
2009,May,01/05/2009,Littlehey,selfharm,4
2009,May,01/05/2009,Liverpool,assault,16
2009,May,01/05/2009,Liverpool,selfharm,33
2009,May,01/05/2009,Long Lartin,assault,3
2009,May,01/05/2009,Long Lartin,selfharm,13
2009,May,01/05/2009,Low Newton,assault,6
2009,May,01/05/2009,Low Newton,selfharm,25
2009,May,01/05/2009,Lowdham Grange,assault,2
2009,May,01/05/2009,Maidstone,assault,1
2009,May,01/05/2009,Maidstone,selfharm,4
2009,May,01/05/2009,Manchester,assault,17
2009,May,01/05/2009,Manchester,selfharm,25
2009,May,01/05/2009,Moorland,assault,12
2009,May,01/05/2009,Moorland,selfharm,7
2009,May,01/05/2009,Morton Hall,assault,3
2009,May,01/05/2009,Morton Hall,selfharm,10
2009,May,01/05/2009,Mount,assault,8
2009,May,01/05/2009,Mount,selfharm,5
2009,May,01/05/2009,New Hall,assault,9
2009,May,01/05/2009,New Hall,selfharm,102
2009,May,01/05/2009,North Sea Camp,selfharm,1
2009,May,01/05/2009,Northallerton,assault,6
2009,May,01/05/2009,Northallerton,selfharm,3
2009,May,01/05/2009,Northumberland: Acklington,assault,7
2009,May,01/05/2009,Northumberland: Acklington,selfharm,10
2009,May,01/05/2009,Northumberland: Castington,assault,41
2009,May,01/05/2009,Northumberland: Castington,selfharm,7
2009,May,01/05/2009,Norwich,selfharm,20
2009,May,01/05/2009,Nottingham,assault,10
2009,May,01/05/2009,Nottingham,selfharm,13
2009,May,01/05/2009,Onley,assault,19
2009,May,01/05/2009,Onley,selfharm,17
2009,May,01/05/2009,Parc,assault,40
2009,May,01/05/2009,Parc,selfharm,41
2009,May,01/05/2009,Pentonville,assault,19
2009,May,01/05/2009,Pentonville,selfharm,11
2009,May,01/05/2009,Peterborough,assault,21
2009,May,01/05/2009,Peterborough,selfharm,145
2009,May,01/05/2009,Portland,assault,11
2009,May,01/05/2009,Portland,selfharm,13
2009,May,01/05/2009,Preston,assault,11
2009,May,01/05/2009,Preston,selfharm,30
2009,May,01/05/2009,Ranby,assault,5
2009,May,01/05/2009,Ranby,selfharm,7
2009,May,01/05/2009,Reading,assault,4
2009,May,01/05/2009,Reading,selfharm,1
2009,May,01/05/2009,Risley,assault,2
2009,May,01/05/2009,Risley,selfharm,3
2009,May,01/05/2009,Rochester,assault,22
2009,May,01/05/2009,Rochester,selfharm,13
2009,May,01/05/2009,Rye Hill,assault,4
2009,May,01/05/2009,Rye Hill,selfharm,20
2009,May,01/05/2009,Send,assault,2
2009,May,01/05/2009,Send,selfharm,24
2009,May,01/05/2009,Sheppey: Elmley,assault,10
2009,May,01/05/2009,Sheppey: Elmley,selfharm,8
2009,May,01/05/2009,Sheppey: Standford Hill,assault,1
2009,May,01/05/2009,Sheppey: Swaleside,assault,2
2009,May,01/05/2009,Sheppey: Swaleside,selfharm,3
2009,May,01/05/2009,Shrewsbury,assault,3
2009,May,01/05/2009,Shrewsbury,selfharm,2
2009,May,01/05/2009,Stafford,assault,5
2009,May,01/05/2009,Stafford,selfharm,7
2009,May,01/05/2009,Stocken,assault,5
2009,May,01/05/2009,Stocken,selfharm,11
2009,May,01/05/2009,Stoke Heath,assault,25
2009,May,01/05/2009,Stoke Heath,selfharm,29
2009,May,01/05/2009,Styal,assault,1
2009,May,01/05/2009,Styal,selfharm,162
2009,May,01/05/2009,Sudbury,assault,1
2009,May,01/05/2009,Swansea,assault,7
2009,May,01/05/2009,Swansea,selfharm,2
2009,May,01/05/2009,Swinfen Hall,assault,5
2009,May,01/05/2009,Swinfen Hall,selfharm,17
2009,May,01/05/2009,Thorn Cross,assault,2
2009,May,01/05/2009,Thorn Cross,selfharm,1
2009,May,01/05/2009,Usk\Prescoed,assault,1
2009,May,01/05/2009,Verne,assault,2
2009,May,01/05/2009,Verne,selfharm,1
2009,May,01/05/2009,Wakefield,assault,5
2009,May,01/05/2009,Wakefield,selfharm,6
2009,May,01/05/2009,Wandsworth,assault,9
2009,May,01/05/2009,Wandsworth,selfharm,7
2009,May,01/05/2009,Warren Hill,assault,26
2009,May,01/05/2009,Warren Hill,selfharm,2
2009,May,01/05/2009,Wayland,assault,8
2009,May,01/05/2009,Wayland,selfharm,14
2009,May,01/05/2009,Wealstun,assault,2
2009,May,01/05/2009,Wealstun,selfharm,15
2009,May,01/05/2009,Wellingborough,assault,6
2009,May,01/05/2009,Wellingborough,selfharm,12
2009,May,01/05/2009,Werrington,assault,17
2009,May,01/05/2009,Werrington,selfharm,8
2009,May,01/05/2009,Wetherby,assault,29
2009,May,01/05/2009,Wetherby,selfharm,3
2009,May,01/05/2009,Whatton,assault,3
2009,May,01/05/2009,Whatton,selfharm,9
2009,May,01/05/2009,Whitemoor,assault,1
2009,May,01/05/2009,Whitemoor,selfharm,14
2009,May,01/05/2009,Winchester,assault,4
2009,May,01/05/2009,Winchester,selfharm,21
2009,May,01/05/2009,Woodhill,assault,6
2009,May,01/05/2009,Woodhill,selfharm,20
2009,May,01/05/2009,Wormwood Scrubs,assault,12
2009,May,01/05/2009,Wormwood Scrubs,selfharm,10
2009,May,01/05/2009,Wymott,assault,4
2009,May,01/05/2009,Wymott,selfharm,9
2009,November,01/11/2009,Altcourse,assault,23
2009,November,01/11/2009,Altcourse,selfharm,48
2009,November,01/11/2009,Ashfield,assault,38
2009,November,01/11/2009,Ashfield,selfharm,8
2009,November,01/11/2009,Ashwell,assault,1
2009,November,01/11/2009,Ashwell,selfharm,1
2009,November,01/11/2009,Aylesbury,assault,10
2009,November,01/11/2009,Aylesbury,selfharm,25
2009,November,01/11/2009,Bedford,assault,10
2009,November,01/11/2009,Bedford,selfharm,19
2009,November,01/11/2009,Belmarsh,assault,8
2009,November,01/11/2009,Belmarsh,selfharm,9
2009,November,01/11/2009,Birmingham,assault,19
2009,November,01/11/2009,Birmingham,selfharm,31
2009,November,01/11/2009,Blundeston,assault,3
2009,November,01/11/2009,Brinsford,assault,9
2009,November,01/11/2009,Bristol,assault,2
2009,November,01/11/2009,Bristol,selfharm,11
2009,November,01/11/2009,Brixton,assault,7
2009,November,01/11/2009,Brixton,selfharm,5
2009,November,01/11/2009,Bronzefield,assault,7
2009,November,01/11/2009,Bronzefield,selfharm,112
2009,November,01/11/2009,Buckley Hall,assault,2
2009,November,01/11/2009,Bullingdon,assault,9
2009,November,01/11/2009,Bullingdon,selfharm,18
2009,November,01/11/2009,Bullwood Hall,selfharm,2
2009,November,01/11/2009,Canterbury,assault,1
2009,November,01/11/2009,Canterbury,selfharm,1
2009,November,01/11/2009,Cardiff,assault,1
2009,November,01/11/2009,Cardiff,selfharm,5
2009,November,01/11/2009,Channings Wood,assault,2
2009,November,01/11/2009,Channings Wood,selfharm,11
2009,November,01/11/2009,Chelmsford,assault,11
2009,November,01/11/2009,Chelmsford,selfharm,9
2009,November,01/11/2009,Coldingley,assault,2
2009,November,01/11/2009,Coldingley,selfharm,12
2009,November,01/11/2009,Cookham Wood,assault,20
2009,November,01/11/2009,Cookham Wood,selfharm,4
2009,November,01/11/2009,Dartmoor,assault,3
2009,November,01/11/2009,Dartmoor,selfharm,4
2009,November,01/11/2009,Deerbolt,assault,26
2009,November,01/11/2009,Deerbolt,selfharm,14
2009,November,01/11/2009,Doncaster,assault,33
2009,November,01/11/2009,Doncaster,selfharm,32
2009,November,01/11/2009,Dorchester,assault,3
2009,November,01/11/2009,Dorchester,selfharm,3
2009,November,01/11/2009,Dovegate,assault,6
2009,November,01/11/2009,Dovegate,selfharm,50
2009,November,01/11/2009,Dover,assault,1
2009,November,01/11/2009,Dover,selfharm,3
2009,November,01/11/2009,Downview,selfharm,30
2009,November,01/11/2009,Drake Hall,assault,5
2009,November,01/11/2009,Drake Hall,selfharm,17
2009,November,01/11/2009,Durham,assault,14
2009,November,01/11/2009,Durham,selfharm,33
2009,November,01/11/2009,East Sutton Park,selfharm,1
2009,November,01/11/2009,Eastwood Park,assault,3
2009,November,01/11/2009,Eastwood Park,selfharm,53
2009,November,01/11/2009,Edmunds Hill,assault,3
2009,November,01/11/2009,Edmunds Hill,selfharm,3
2009,November,01/11/2009,Erlestoke,assault,1
2009,November,01/11/2009,Erlestoke,selfharm,5
2009,November,01/11/2009,Escort Areas,assault,14
2009,November,01/11/2009,Escort Areas,selfharm,32
2009,November,01/11/2009,Everthorpe,assault,3
2009,November,01/11/2009,Everthorpe,selfharm,2
2009,November,01/11/2009,Exeter,assault,8
2009,November,01/11/2009,Exeter,selfharm,6
2009,November,01/11/2009,Featherstone,assault,7
2009,November,01/11/2009,Featherstone,selfharm,1
2009,November,01/11/2009,Feltham,assault,62
2009,November,01/11/2009,Feltham,selfharm,19
2009,November,01/11/2009,Forest Bank,assault,26
2009,November,01/11/2009,Forest Bank,selfharm,12
2009,November,01/11/2009,Foston Hall,selfharm,97
2009,November,01/11/2009,Frankland,assault,2
2009,November,01/11/2009,Frankland,selfharm,43
2009,November,01/11/2009,Full Sutton,assault,6
2009,November,01/11/2009,Full Sutton,selfharm,7
2009,November,01/11/2009,Garth,assault,2
2009,November,01/11/2009,Garth,selfharm,5
2009,November,01/11/2009,Gartree,selfharm,1
2009,November,01/11/2009,Glen Parva,assault,47
2009,November,01/11/2009,Glen Parva,selfharm,12
2009,November,01/11/2009,Gloucester,assault,6
2009,November,01/11/2009,Gloucester,selfharm,21
2009,November,01/11/2009,Grendon/Spring Hill,assault,1
2009,November,01/11/2009,Grendon/Spring Hill,selfharm,10
2009,November,01/11/2009,Guys Marsh,assault,5
2009,November,01/11/2009,Guys Marsh,selfharm,8
2009,November,01/11/2009,Haslar,selfharm,1
2009,November,01/11/2009,Haverigg,assault,8
2009,November,01/11/2009,Haverigg,selfharm,8
2009,November,01/11/2009,Hewell,assault,13
2009,November,01/11/2009,Hewell,selfharm,17
2009,November,01/11/2009,High Down,assault,20
2009,November,01/11/2009,High Down,selfharm,16
2009,November,01/11/2009,Highpoint,assault,9
2009,November,01/11/2009,Highpoint,selfharm,7
2009,November,01/11/2009,Hindley,assault,23
2009,November,01/11/2009,Hindley,selfharm,6
2009,November,01/11/2009,Holloway,assault,8
2009,November,01/11/2009,Holloway,selfharm,124
2009,November,01/11/2009,Holme House,assault,10
2009,November,01/11/2009,Holme House,selfharm,5
2009,November,01/11/2009,Hull,assault,10
2009,November,01/11/2009,Hull,selfharm,6
2009,November,01/11/2009,Huntercombe,assault,42
2009,November,01/11/2009,Huntercombe,selfharm,14
2009,November,01/11/2009,IOW: Albany,assault,3
2009,November,01/11/2009,IOW: Albany,selfharm,14
2009,November,01/11/2009,IOW: Camp Hill,assault,5
2009,November,01/11/2009,IOW: Camp Hill,selfharm,4
2009,November,01/11/2009,IOW: Parkhurst,assault,5
2009,November,01/11/2009,IOW: Parkhurst,selfharm,11
2009,November,01/11/2009,Kennet,assault,1
2009,November,01/11/2009,Kingston,selfharm,1
2009,November,01/11/2009,Lancaster Farms,assault,22
2009,November,01/11/2009,Lancaster Farms,selfharm,3
2009,November,01/11/2009,Leeds,assault,9
2009,November,01/11/2009,Leeds,selfharm,9
2009,November,01/11/2009,Leicester,assault,4
2009,November,01/11/2009,Leicester,selfharm,1
2009,November,01/11/2009,Lewes,assault,12
2009,November,01/11/2009,Lewes,selfharm,8
2009,November,01/11/2009,Leyhill,selfharm,1
2009,November,01/11/2009,Lincoln,assault,12
2009,November,01/11/2009,Lincoln,selfharm,19
2009,November,01/11/2009,Lindholme,assault,6
2009,November,01/11/2009,Lindholme,selfharm,4
2009,November,01/11/2009,Littlehey,selfharm,10
2009,November,01/11/2009,Liverpool,assault,15
2009,November,01/11/2009,Liverpool,selfharm,10
2009,November,01/11/2009,Long Lartin,assault,2
2009,November,01/11/2009,Long Lartin,selfharm,20
2009,November,01/11/2009,Low Newton,assault,4
2009,November,01/11/2009,Low Newton,selfharm,47
2009,November,01/11/2009,Lowdham Grange,assault,2
2009,November,01/11/2009,Maidstone,assault,1
2009,November,01/11/2009,Maidstone,selfharm,18
2009,November,01/11/2009,Manchester,assault,30
2009,November,01/11/2009,Manchester,selfharm,13
2009,November,01/11/2009,Moorland,assault,6
2009,November,01/11/2009,Moorland,selfharm,8
2009,November,01/11/2009,Morton Hall,assault,3
2009,November,01/11/2009,Morton Hall,selfharm,8
2009,November,01/11/2009,Mount,assault,9
2009,November,01/11/2009,Mount,selfharm,3
2009,November,01/11/2009,New Hall,selfharm,66
2009,November,01/11/2009,North Sea Camp,assault,1
2009,November,01/11/2009,Northallerton,assault,1
2009,November,01/11/2009,Northumberland: Acklington,assault,8
2009,November,01/11/2009,Northumberland: Acklington,selfharm,7
2009,November,01/11/2009,Northumberland: Castington,assault,39
2009,November,01/11/2009,Northumberland: Castington,selfharm,5
2009,November,01/11/2009,Norwich,selfharm,18
2009,November,01/11/2009,Nottingham,assault,7
2009,November,01/11/2009,Nottingham,selfharm,6
2009,November,01/11/2009,Onley,assault,18
2009,November,01/11/2009,Onley,selfharm,9
2009,November,01/11/2009,Parc,assault,29
2009,November,01/11/2009,Parc,selfharm,48
2009,November,01/11/2009,Pentonville,assault,24
2009,November,01/11/2009,Pentonville,selfharm,15
2009,November,01/11/2009,Peterborough,assault,30
2009,November,01/11/2009,Peterborough,selfharm,176
2009,November,01/11/2009,Portland,assault,18
2009,November,01/11/2009,Portland,selfharm,5
